z color ID
0.877900 1.035000 221956.72+004332.4
0.882000 -0.436000 022100.33-042558.0
0.882000 2.488000 144027.25-011827.4
0.883700 2.193000 143607.34+010036.3
0.885000 1.183000 141939.57+002835.2
0.886000 1.563000 220715.18-000347.2
0.887000 1.962000 223614.99+002040.7
0.888200 0.030000 223730.16-002640.0
0.888600 0.472000 090053.93-000726.1
0.899617 1.888000 021413.02-042930.1
0.900000 1.644000 020951.76-055744.2
0.902000 0.078000 222924.16-001421.0
0.902600 2.303000 221245.86+001517.1
0.903000 2.312000 37.562557
0.907800 1.906000 221409.96+005227.0
0.910000 0.077000 224022.77-000151.9
0.912000 1.651000 161541.53+423823.5
0.915000 2.692000 022507.14-051021.1
0.921000 1.879000 022537.16-042132.9
0.923000 1.425000 020301.73-045108.6
0.924000 0.528000 224059.04+004129.6
0.930000 2.334000 142010.47+003420.0
0.932500 1.090000 223336.92+000440.8
0.935000 1.805000 020718.85-060321.3
0.936000 2.047000 38.235718
0.937700 0.834000 084725.41+010331.5
0.942000 1.440000 022106.54-050557.9
0.942000 1.964000 37.683904
0.942000 1.229000 223629.48-002341.0
0.944000 1.400000 084220.70+011310.3
0.949000 1.175000 084313.61+011634.5
0.953000 1.301000 020411.24-043953.4
0.961000 3.571000 020532.29-052436.7
0.963000 2.051000 020624.65-043525.0
0.964200 1.887000 222720.55-000159.2
0.967000 1.443000 022005.58-050928.8
0.968910 0.908000 020854.19-040850.8
0.969000 1.518000 223852.88+010248.2
0.972000 5.963000 020327.04-045853.4
0.972000 1.447000 021336.36-044145.1
0.974800 1.268000 085516.28+013236.3
0.975000 1.979000 085109.25+003228.7
0.979469 2.544000 020311.74-033735.0
0.981000 1.323000 022712.98-044636.4
0.982000 2.938000 085202.21+014336.3
0.985000 0.268000 222047.74+000852.8
