z color ID
0.657000 1.536000 021228.77-052437.1
0.657800 2.573000 143141.90-011330.7
0.658000 1.877000 221055.80-001702.4
0.661000 2.522000 022913.93-044218.7
0.664000 1.732000 223630.92+004541.3
0.667000 1.212000 37.540223
0.667000 -0.727000 115929.24+010554.1
0.668000 1.376000 37.163206
0.668700 0.590000 141656.74-005021.5
0.669000 1.311000 085430.23-000418.1
0.670900 0.941000 120553.64-004651.1
0.672000 0.307000 021329.06-043446.8
0.674000 1.292000 120103.09-005221.1
0.675000 -2.930000 021517.88-055706.5
0.675000 2.028000 222841.63+002217.8
0.678000 2.224000 115353.97-005530.9
0.679000 1.439000 084212.11+010358.3
0.679800 5.086000 142352.01-000705.2
0.681200 0.727000 085531.21+015346.8
0.683000 1.196000 222005.58+013227.1
0.686000 1.598000 223326.61-003101.5
0.687000 1.354000 161429.14+434903.5
0.688700 2.134000 115941.07-000320.0
0.690000 1.676000 021933.75-054920.1
0.691000 1.326000 115333.98+010904.9
0.692000 1.561000 022045.90-055116.5
0.693000 1.906000 022605.44-043226.8
0.693000 1.851000 115723.32+001708.9
0.693000 1.472000 223738.01+003648.6
0.694000 1.028000 023053.85-035702.0
0.695000 1.124000 37.567617999999996
0.697000 1.884000 020454.66-051014.4
0.698000 0.650000 120554.25-004428.2
0.700000 2.198000 224302.12+014603.1
0.700400 0.976000 222518.67+011243.5
0.701000 1.292000 090601.66+002020.7
0.702000 1.511000 221639.01+001943.7
0.703000 1.810000 021104.10-050406.3
0.703000 2.277000 221933.88+012023.6
0.704000 1.785000 021054.08-051351.7
0.704300 1.712000 223347.95+004336.6
0.705000 0.810000 115155.74+011221.2
0.706000 2.348000 020718.13-060405.7
0.707000 1.975000 084230.96+010829.2
0.707000 1.660000 141526.07+000448.5
0.708000 1.473000 222733.43+003210.9
0.710000 -2.201000 38.44634
0.710600 1.611000 223633.98+002913.2
0.711000 1.318000 223537.26+003551.4
0.712000 1.722000 37.607224
0.714000 2.327000 141412.78+523208.9
0.714500 1.195000 224145.41-000122.6
0.715000 1.768000 022309.20-055319.4
0.716000 0.668000 141506.93-001000.2
0.719000 1.700000 142240.36-010646.1
0.721000 1.657000 120321.10-003720.5
0.722000 1.174000 022716.12-044539.1
0.723000 -0.487000 020202.44-042819.5
0.723000 2.386000 021453.66-042844.8
0.723053 1.448000 020421.06-040818.9
0.725900 1.835000 085635.78+014247.0
0.727000 1.785000 021259.10-043336.8
0.729000 2.093000 142030.62-010543.4
0.729800 1.290000 115412.54-000153.2
0.730086 1.503000 023142.18-033322.7
0.732000 0.117000 020659.51-042343.3
0.732000 1.611000 085717.97+014953.3
0.733000 1.452000 221854.37+002656.7
0.734000 1.350000 142114.04+003710.8
0.737000 1.912000 021535.93-035612.9
0.738000 2.107000 162211.20+441533.4
0.740000 3.005000 021331.35-042849.5
0.741000 1.350000 020411.04-042526.9
0.741700 1.424000 114909.13-002349.7
0.742000 1.346000 021320.16-050751.1
0.744000 0.848000 221029.67+010843.8
0.745000 1.342000 223259.47+000502.5
0.746000 2.745000 021329.89-052139.1
0.746000 1.412000 120554.64+003858.0
0.746500 0.916000 115403.28-005253.4
0.748000 1.950000 090433.45+012050.3
0.748000 1.576000 163342.24+425946.4
0.749000 1.710000 022850.40-061321.4
0.751000 1.836000 021106.88-054655.0
0.751000 1.626000 021756.83-035316.6
0.751000 1.260000 161841.15+430440.6
0.752000 1.181000 021113.92-055747.5
0.753000 1.504000 141712.96+520957.5
0.753000 1.948000 222941.56+005901.6
0.753600 1.850000 142702.69-001344.9
0.754000 1.729000 221751.96+010049.0
0.754400 1.784000 221620.26-001632.3
0.755000 1.749000 222926.59+000605.2
0.756900 1.792000 222906.87+002635.1
0.757000 1.815000 141858.80+523209.9
0.758000 1.777000 020718.49-041629.9
0.758700 2.260000 221146.16-003513.5
0.759000 1.257000 221217.03-003151.7
0.761000 1.896000 022244.40-043347.0
0.762000 1.970000 161224.53+440349.2
0.762700 3.339000 223538.53+002109.8
0.763000 1.413000 021910.51-034334.4
0.764000 2.088000 120713.70-005343.4
0.765000 0.723000 020723.77-044011.5
0.765600 1.163000 222615.67+004709.1
0.766000 2.103000 021317.42-055415.4
0.766550 1.221000 020625.17-044032.6
0.768000 1.658000 021322.56-054100.3
0.769000 2.008000 022011.63-044020.3
0.770000 0.757000 021946.18-050041.2
0.771000 1.621000 022003.08-035247.3
0.771700 2.106000 085425.77+021406.4
0.772000 1.664000 085103.39+005355.1
0.773000 1.935000 223714.84+002559.9
0.774000 1.276000 084956.36+005903.7
0.775000 1.068000 085836.03+015044.4
0.776900 2.060000 222618.88+002138.8
0.777000 1.428000 37.341334
0.777000 1.086000 223614.77-001241.9
0.779000 1.663000 021016.88-054328.3
0.780000 1.284000 090240.51+020743.8
0.781000 -2.972000 38.573048
0.782000 1.373000 021928.90-040700.1
0.782000 2.776000 090112.04+011549.5
0.783000 0.476000 021120.38-054546.9
0.783400 1.943000 223410.50+004210.0
0.784000 2.123000 021743.03-043624.9
0.784000 1.827000 37.854789000000004
0.784900 1.438000 223606.68+000704.4
0.786000 1.651000 022842.20-053527.3
0.788000 2.437000 021705.52-042253.5
0.789000 -1.610000 220704.52+011032.1
0.791900 2.561000 090420.88+013038.0
0.792100 1.720000 085637.86+011901.9
0.793000 2.315000 020517.38-051024.0
0.793000 1.803000 115817.24-003430.7
0.794000 1.907000 090337.69+004114.6
0.795000 3.147000 084908.95+002902.3
0.795000 1.592000 222324.63-000944.6
0.798100 1.704000 090604.03+011114.1
0.800000 1.929000 120419.01-005441.0
0.801000 1.896000 022241.10-044550.4
0.802000 3.450000 120406.80-000125.2
0.802000 1.909000 223035.55+004757.1
0.803200 2.459000 090602.43+012725.3
0.805000 0.121000 141808.03+520023.2
0.806000 3.013000 084258.42+014349.2
0.807600 0.846000 223315.84+010709.0
0.808000 1.412000 021214.11-053658.1
0.808700 1.727000 085640.38+015116.9
0.808700 2.167000 142913.71-004416.9
0.809000 1.682000 090021.49+005734.9
0.812000 1.663000 022024.49-040017.2
0.813000 1.995000 020700.73-044705.9
0.813000 0.944000 022535.84-052646.9
0.813000 1.450000 142010.81-000656.7
0.814700 1.904000 085345.03-000959.6
0.817000 1.836000 221952.07+000054.1
0.819000 -0.361000 021410.25-033134.5
0.822000 1.563000 022032.41-040332.2
0.823000 2.173000 115253.68+000131.9
0.824000 1.129000 020607.44-041323.5
0.825000 2.044000 020804.83-042327.1
0.825000 1.607000 220818.81+014815.9
0.830000 1.766000 022047.30-042619.0
0.831000 1.546000 021628.45-040147.0
0.832400 1.473000 222650.93-002716.7
0.834000 1.506000 222514.20-001619.5
0.835000 1.428000 084829.60+010356.6
0.836000 1.857000 084838.96+021035.4
0.839000 -0.068000 223221.14-000617.0
0.842000 1.992000 224228.08+013909.2
0.843400 1.769000 222726.27-002855.8
0.847000 2.022000 142334.85-005849.2
0.847900 2.059000 223932.95+010729.5
0.848000 2.066000 084331.27+014542.1
0.849000 2.439000 222920.41-002939.1
0.850000 1.164000 222043.69+005900.9
0.850317 1.892000 020452.84-033711.5
0.852000 0.251000 022110.22-045525.5
0.853000 2.313000 021639.71-053147.7
0.853000 2.469000 143216.87-005558.6
0.856000 1.721000 142148.50+011107.6
0.857000 0.440000 022140.59-053503.4
0.857000 1.886000 224002.55+012734.9
0.857200 1.218000 143454.46-002153.2
0.859000 1.676000 021324.32-053518.0
0.861000 2.570000 020246.57-050927.6
0.861000 2.654000 221756.92+010119.4
0.862000 0.245000 090337.48+004742.1
0.865098 1.814000 022202.31-044845.4
0.867000 1.937000 220651.81+000926.4
0.867300 1.853000 223837.87+004905.6
0.869000 1.650000 020403.90-042205.9
0.870000 1.769000 162703.86+422125.1
0.870100 -2.910000 084428.51+014818.7
0.872000 2.150000 022509.79-051246.5
0.875000 -0.048000 084537.83+021806.4
0.875200 1.991000 223621.08-003051.7
0.877000 1.358000 38.390071999999996
0.877000 0.738000 220452.00+004004.7
0.877900 2.168000 221956.72+004332.4
0.880000 2.262000 222315.09-002406.2
0.882000 1.849000 144027.25-011827.4
0.883000 2.240000 021557.63-045009.6
0.883700 1.607000 143607.34+010036.3
0.885000 2.181000 085056.63+005603.6
0.885000 2.046000 141939.57+002835.2
0.886000 2.172000 220715.18-000347.2
0.887000 1.854000 223614.99+002040.7
0.888200 -0.238000 223730.16-002640.0
