ID filter results
020649.47-041452.7 I {'amp': 235.457, 'R_sersic': 1.558, 'n_sersic': 1.4, 'center_x': -0.075, 'center_y': 0.094, 'phi_G': 0.015, 'q': 0.789, 'QSO_amp': 1792.133, 'host_amp': 5992.536, 'host_flux_ratio_percent': 76.979, 'host_mag': 17.556, 'qso_x': -0.053, 'qso_y': 0.119, 'redu_Chisq': 11.962374}
020403.90-042205.9 G {'amp': 0.001, 'R_sersic': 0.118, 'n_sersic': 4.918, 'center_x': -0.462, 'center_y': 0.043, 'phi_G': 0.174, 'q': 0.518, 'QSO_amp': 235.732, 'host_amp': 0.003, 'host_flux_ratio_percent': 0.001, 'host_mag': 33.265, 'qso_x': -0.174, 'qso_y': 0.048, 'redu_Chisq': 1.222146}
020403.90-042205.9 R {'amp': 0.0, 'R_sersic': 0.118, 'n_sersic': 4.918, 'center_x': -0.21, 'center_y': 0.209, 'phi_G': 0.174, 'q': 0.518, 'QSO_amp': 277.235, 'host_amp': 0.001, 'host_flux_ratio_percent': 0.0, 'host_mag': 34.4, 'qso_x': -0.177, 'qso_y': 0.034, 'redu_Chisq': 1.139856}
020403.90-042205.9 Z {'amp': 1796.663, 'R_sersic': 0.118, 'n_sersic': 4.918, 'center_x': -0.173, 'center_y': 0.0, 'phi_G': 0.174, 'q': 0.518, 'QSO_amp': 132.946, 'host_amp': 237.251, 'host_flux_ratio_percent': 64.088, 'host_mag': 21.062, 'qso_x': -0.195, 'qso_y': 0.079, 'redu_Chisq': 1.048691}
020403.90-042205.9 Y {'amp': 2629.232, 'R_sersic': 0.118, 'n_sersic': 4.918, 'center_x': -0.179, 'center_y': 0.016, 'phi_G': 0.174, 'q': 0.518, 'QSO_amp': 51.348, 'host_amp': 370.98, 'host_flux_ratio_percent': 87.842, 'host_mag': 20.577, 'qso_x': -0.252, 'qso_y': 0.05, 'redu_Chisq': 1.098847}
162703.86+422125.1 I 0
162703.86+422125.1 G 0
162703.86+422125.1 R 0
162703.86+422125.1 Z 0
162703.86+422125.1 Y 0
084428.51+014818.7 I {'amp': 64.555, 'R_sersic': 0.974, 'n_sersic': 0.325, 'center_x': 0.472, 'center_y': 0.375, 'phi_G': 0.743, 'q': 0.367, 'QSO_amp': 628.612, 'host_amp': 182.993, 'host_flux_ratio_percent': 22.547, 'host_mag': 21.344, 'qso_x': -0.028, 'qso_y': 0.007, 'redu_Chisq': 3.000283}
084428.51+014818.7 G {'amp': 4.792, 'R_sersic': 0.974, 'n_sersic': 0.325, 'center_x': 0.499, 'center_y': 0.327, 'phi_G': 0.743, 'q': 0.367, 'QSO_amp': 405.179, 'host_amp': 13.584, 'host_flux_ratio_percent': 3.244, 'host_mag': 24.167, 'qso_x': 0.141, 'qso_y': 0.005, 'redu_Chisq': 1.381166}
084428.51+014818.7 R {'amp': 25.957, 'R_sersic': 0.974, 'n_sersic': 0.325, 'center_x': 0.5, 'center_y': 0.318, 'phi_G': 0.743, 'q': 0.367, 'QSO_amp': 591.918, 'host_amp': 73.579, 'host_flux_ratio_percent': 11.056, 'host_mag': 22.333, 'qso_x': 0.141, 'qso_y': 0.002, 'redu_Chisq': 1.350894}
084428.51+014818.7 Z {'amp': 128.041, 'R_sersic': 0.974, 'n_sersic': 0.325, 'center_x': 0.456, 'center_y': 0.384, 'phi_G': 0.743, 'q': 0.367, 'QSO_amp': 916.405, 'host_amp': 362.955, 'host_flux_ratio_percent': 28.37, 'host_mag': 20.6, 'qso_x': -0.033, 'qso_y': 0.0, 'redu_Chisq': 1.805096}
084428.51+014818.7 Y {'amp': 153.085, 'R_sersic': 0.974, 'n_sersic': 0.325, 'center_x': 0.455, 'center_y': 0.359, 'phi_G': 0.743, 'q': 0.367, 'QSO_amp': 860.001, 'host_amp': 433.947, 'host_flux_ratio_percent': 33.537, 'host_mag': 20.406, 'qso_x': -0.033, 'qso_y': 0.0, 'redu_Chisq': 1.714749}
022509.79-051246.5 I {'amp': 1.28, 'R_sersic': 2.857, 'n_sersic': 2.481, 'center_x': -0.004, 'center_y': 0.451, 'phi_G': -0.023, 'q': 0.458, 'QSO_amp': 55.972, 'host_amp': 68.612, 'host_flux_ratio_percent': 55.073, 'host_mag': 22.409, 'qso_x': -0.038, 'qso_y': 0.157, 'redu_Chisq': 1.099915}
022509.79-051246.5 G {'amp': 0.097, 'R_sersic': 2.857, 'n_sersic': 2.481, 'center_x': 0.129, 'center_y': 0.5, 'phi_G': -0.023, 'q': 0.458, 'QSO_amp': 47.018, 'host_amp': 5.174, 'host_flux_ratio_percent': 9.913, 'host_mag': 25.215, 'qso_x': -0.038, 'qso_y': 0.193, 'redu_Chisq': 1.039785}
022509.79-051246.5 R {'amp': 0.007, 'R_sersic': 2.857, 'n_sersic': 2.481, 'center_x': 0.499, 'center_y': 0.5, 'phi_G': -0.023, 'q': 0.458, 'QSO_amp': 54.499, 'host_amp': 0.353, 'host_flux_ratio_percent': 0.643, 'host_mag': 28.132, 'qso_x': -0.056, 'qso_y': 0.192, 'redu_Chisq': 0.975062}
022509.79-051246.5 Z {'amp': 1.964, 'R_sersic': 2.857, 'n_sersic': 2.481, 'center_x': 0.095, 'center_y': 0.443, 'phi_G': -0.023, 'q': 0.458, 'QSO_amp': 84.756, 'host_amp': 104.902, 'host_flux_ratio_percent': 55.311, 'host_mag': 21.948, 'qso_x': -0.043, 'qso_y': 0.16, 'redu_Chisq': 1.024053}
022509.79-051246.5 Y {'amp': 1.587, 'R_sersic': 2.857, 'n_sersic': 2.481, 'center_x': -0.041, 'center_y': 0.462, 'phi_G': -0.023, 'q': 0.458, 'QSO_amp': 102.737, 'host_amp': 85.181, 'host_flux_ratio_percent': 45.329, 'host_mag': 22.174, 'qso_x': -0.047, 'qso_y': 0.186, 'redu_Chisq': 0.995179}
161846.23+423921.1 I {'amp': 32.127, 'R_sersic': 0.421, 'n_sersic': 2.518, 'center_x': 0.068, 'center_y': -0.062, 'phi_G': -0.855, 'q': 0.88, 'QSO_amp': 85.607, 'host_amp': 90.19, 'host_flux_ratio_percent': 51.303, 'host_mag': 22.112, 'qso_x': 0.069, 'qso_y': -0.107, 'redu_Chisq': 1.213682}
161846.23+423921.1 G {'amp': 4.964, 'R_sersic': 0.421, 'n_sersic': 2.518, 'center_x': 0.293, 'center_y': 0.21, 'phi_G': -0.855, 'q': 0.88, 'QSO_amp': 114.882, 'host_amp': 15.684, 'host_flux_ratio_percent': 12.012, 'host_mag': 24.011, 'qso_x': 0.061, 'qso_y': 0.062, 'redu_Chisq': 1.058872}
161846.23+423921.1 R {'amp': 8.624, 'R_sersic': 0.421, 'n_sersic': 2.518, 'center_x': 0.212, 'center_y': 0.191, 'phi_G': -0.855, 'q': 0.88, 'QSO_amp': 87.176, 'host_amp': 24.593, 'host_flux_ratio_percent': 22.003, 'host_mag': 23.523, 'qso_x': 0.061, 'qso_y': 0.06, 'redu_Chisq': 1.114093}
161846.23+423921.1 Z {'amp': 53.056, 'R_sersic': 0.421, 'n_sersic': 2.518, 'center_x': 0.014, 'center_y': -0.073, 'phi_G': -0.855, 'q': 0.88, 'QSO_amp': 118.149, 'host_amp': 147.993, 'host_flux_ratio_percent': 55.607, 'host_mag': 21.574, 'qso_x': 0.094, 'qso_y': -0.122, 'redu_Chisq': 1.018324}
161846.23+423921.1 Y {'amp': 48.289, 'R_sersic': 0.421, 'n_sersic': 2.518, 'center_x': 0.087, 'center_y': -0.072, 'phi_G': -0.855, 'q': 0.88, 'QSO_amp': 150.237, 'host_amp': 134.54, 'host_flux_ratio_percent': 47.244, 'host_mag': 21.678, 'qso_x': 0.056, 'qso_y': -0.123, 'redu_Chisq': 1.023693}
223705.14+011345.1 I {'amp': 93.867, 'R_sersic': 0.127, 'n_sersic': 2.536, 'center_x': 0.486, 'center_y': -0.001, 'phi_G': -0.387, 'q': 0.597, 'QSO_amp': 1891.63, 'host_amp': 14.493, 'host_flux_ratio_percent': 0.76, 'host_mag': 24.097, 'qso_x': -0.117, 'qso_y': -0.041, 'redu_Chisq': 4.420561}
223705.14+011345.1 G {'amp': 0.786, 'R_sersic': 0.127, 'n_sersic': 2.536, 'center_x': -0.125, 'center_y': 0.208, 'phi_G': -0.387, 'q': 0.597, 'QSO_amp': 1404.005, 'host_amp': 0.324, 'host_flux_ratio_percent': 0.023, 'host_mag': 28.223, 'qso_x': -0.111, 'qso_y': 0.132, 'redu_Chisq': 1.875841}
223705.14+011345.1 R {'amp': 5738.28, 'R_sersic': 0.127, 'n_sersic': 2.536, 'center_x': -0.043, 'center_y': 0.126, 'phi_G': -0.387, 'q': 0.597, 'QSO_amp': -1208.265, 'host_amp': 3010.657, 'host_flux_ratio_percent': 167.037, 'host_mag': 18.303, 'qso_x': -0.024, 'qso_y': 0.037, 'redu_Chisq': 8.947401}
223705.14+011345.1 Z {'amp': 2.875, 'R_sersic': 0.127, 'n_sersic': 2.536, 'center_x': -0.126, 'center_y': -0.042, 'phi_G': -0.387, 'q': 0.597, 'QSO_amp': 2341.899, 'host_amp': 1.494, 'host_flux_ratio_percent': 0.064, 'host_mag': 26.564, 'qso_x': -0.11, 'qso_y': -0.04, 'redu_Chisq': 3.234962}
223705.14+011345.1 Y {'amp': 0.024, 'R_sersic': 0.127, 'n_sersic': 2.536, 'center_x': 0.126, 'center_y': 0.042, 'phi_G': -0.387, 'q': 0.597, 'QSO_amp': 2396.33, 'host_amp': 0.012, 'host_flux_ratio_percent': 0.001, 'host_mag': 31.765, 'qso_x': -0.112, 'qso_y': -0.041, 'redu_Chisq': 2.24953}
162639.84+424815.7 I {'amp': 1.289, 'R_sersic': 1.597, 'n_sersic': 0.353, 'center_x': -0.105, 'center_y': -0.048, 'phi_G': -1.138, 'q': 0.805, 'QSO_amp': 430.674, 'host_amp': 21.916, 'host_flux_ratio_percent': 4.842, 'host_mag': 23.648, 'qso_x': 0.032, 'qso_y': -0.062, 'redu_Chisq': 2.040824}
162639.84+424815.7 G {'amp': 0.015, 'R_sersic': 1.597, 'n_sersic': 0.353, 'center_x': -0.067, 'center_y': 0.341, 'phi_G': -1.138, 'q': 0.805, 'QSO_amp': 373.913, 'host_amp': 0.247, 'host_flux_ratio_percent': 0.066, 'host_mag': 28.517, 'qso_x': 0.031, 'qso_y': 0.108, 'redu_Chisq': 1.707907}
162639.84+424815.7 R {'amp': 0.533, 'R_sersic': 1.597, 'n_sersic': 0.353, 'center_x': 0.499, 'center_y': -0.14, 'phi_G': -1.138, 'q': 0.805, 'QSO_amp': 431.716, 'host_amp': 9.064, 'host_flux_ratio_percent': 2.056, 'host_mag': 24.607, 'qso_x': 0.034, 'qso_y': 0.105, 'redu_Chisq': 2.208817}
162639.84+424815.7 Z {'amp': 3.437, 'R_sersic': 1.597, 'n_sersic': 0.353, 'center_x': -0.187, 'center_y': 0.001, 'phi_G': -1.138, 'q': 0.805, 'QSO_amp': 530.748, 'host_amp': 58.44, 'host_flux_ratio_percent': 9.919, 'host_mag': 22.583, 'qso_x': 0.032, 'qso_y': -0.065, 'redu_Chisq': 1.156407}
162639.84+424815.7 Y {'amp': 3.509, 'R_sersic': 1.597, 'n_sersic': 0.353, 'center_x': 0.071, 'center_y': 0.264, 'phi_G': -1.138, 'q': 0.805, 'QSO_amp': 521.484, 'host_amp': 59.651, 'host_flux_ratio_percent': 10.265, 'host_mag': 22.561, 'qso_x': 0.032, 'qso_y': -0.063, 'redu_Chisq': 1.037685}
084537.83+021806.4 I {'amp': 1.04, 'R_sersic': 2.794, 'n_sersic': 1.489, 'center_x': 0.499, 'center_y': -0.383, 'phi_G': -0.839, 'q': 0.764, 'QSO_amp': 336.535, 'host_amp': 72.384, 'host_flux_ratio_percent': 17.701, 'host_mag': 22.351, 'qso_x': 0.024, 'qso_y': 0.015, 'redu_Chisq': 1.154076}
084537.83+021806.4 G {'amp': 0.332, 'R_sersic': 2.794, 'n_sersic': 1.489, 'center_x': 0.233, 'center_y': -0.493, 'phi_G': -0.839, 'q': 0.764, 'QSO_amp': 278.253, 'host_amp': 23.035, 'host_flux_ratio_percent': 7.645, 'host_mag': 23.594, 'qso_x': 0.198, 'qso_y': 0.007, 'redu_Chisq': 1.065196}
084537.83+021806.4 R {'amp': 0.416, 'R_sersic': 2.794, 'n_sersic': 1.489, 'center_x': 0.499, 'center_y': 0.371, 'phi_G': -0.839, 'q': 0.764, 'QSO_amp': 354.782, 'host_amp': 28.766, 'host_flux_ratio_percent': 7.5, 'host_mag': 23.353, 'qso_x': 0.197, 'qso_y': 0.009, 'redu_Chisq': 1.0165}
084537.83+021806.4 Z {'amp': 1.409, 'R_sersic': 2.794, 'n_sersic': 1.489, 'center_x': 0.499, 'center_y': -0.5, 'phi_G': -0.839, 'q': 0.764, 'QSO_amp': 468.452, 'host_amp': 97.271, 'host_flux_ratio_percent': 17.194, 'host_mag': 22.03, 'qso_x': 0.026, 'qso_y': 0.014, 'redu_Chisq': 1.022612}
084537.83+021806.4 Y {'amp': 2.121, 'R_sersic': 2.794, 'n_sersic': 1.489, 'center_x': 0.356, 'center_y': -0.36, 'phi_G': -0.839, 'q': 0.764, 'QSO_amp': 432.989, 'host_amp': 147.556, 'host_flux_ratio_percent': 25.417, 'host_mag': 21.578, 'qso_x': 0.026, 'qso_y': 0.009, 'redu_Chisq': 0.977267}
223621.08-003051.7 I {'amp': 1637.777, 'R_sersic': 0.364, 'n_sersic': 0.3, 'center_x': 0.225, 'center_y': -0.093, 'phi_G': 1.318, 'q': 0.817, 'QSO_amp': 559.506, 'host_amp': 1429.516, 'host_flux_ratio_percent': 71.87, 'host_mag': 19.112, 'qso_x': -0.252, 'qso_y': -0.012, 'redu_Chisq': 53.996455}
223621.08-003051.7 G {'amp': 527.199, 'R_sersic': 0.364, 'n_sersic': 0.3, 'center_x': -0.117, 'center_y': 0.119, 'phi_G': 1.318, 'q': 0.817, 'QSO_amp': 3894.518, 'host_amp': 460.159, 'host_flux_ratio_percent': 10.567, 'host_mag': 20.343, 'qso_x': -0.05, 'qso_y': 0.116, 'redu_Chisq': 7.06431}
223621.08-003051.7 R {'amp': 1114.946, 'R_sersic': 0.364, 'n_sersic': 0.3, 'center_x': -0.099, 'center_y': 0.107, 'phi_G': 1.318, 'q': 0.817, 'QSO_amp': 3094.933, 'host_amp': 973.168, 'host_flux_ratio_percent': 23.922, 'host_mag': 19.53, 'qso_x': -0.033, 'qso_y': 0.116, 'redu_Chisq': 21.435982}
223621.08-003051.7 Z {'amp': 94.212, 'R_sersic': 0.364, 'n_sersic': 0.3, 'center_x': 0.5, 'center_y': -0.498, 'phi_G': 1.318, 'q': 0.817, 'QSO_amp': 4546.986, 'host_amp': 82.232, 'host_flux_ratio_percent': 1.776, 'host_mag': 22.212, 'qso_x': 0.121, 'qso_y': -0.045, 'redu_Chisq': 7.871492}
223621.08-003051.7 Y {'amp': 80.159, 'R_sersic': 0.364, 'n_sersic': 0.3, 'center_x': 0.5, 'center_y': -0.499, 'phi_G': 1.318, 'q': 0.817, 'QSO_amp': 4412.482, 'host_amp': 69.966, 'host_flux_ratio_percent': 1.561, 'host_mag': 22.388, 'qso_x': 0.12, 'qso_y': -0.044, 'redu_Chisq': 3.007651}
38.390071999999996 I {'amp': 3.401, 'R_sersic': 2.045, 'n_sersic': 6.999, 'center_x': -0.029, 'center_y': 0.035, 'phi_G': -0.757, 'q': 0.924, 'QSO_amp': 80.845, 'host_amp': 285.217, 'host_flux_ratio_percent': 77.915, 'host_mag': 20.862, 'qso_x': -0.069, 'qso_y': 0.032, 'redu_Chisq': 1.082062}
38.390071999999996 G {'amp': 0.207, 'R_sersic': 2.045, 'n_sersic': 6.999, 'center_x': -0.043, 'center_y': 0.126, 'phi_G': -0.757, 'q': 0.924, 'QSO_amp': 59.79, 'host_amp': 27.993, 'host_flux_ratio_percent': 31.889, 'host_mag': 23.382, 'qso_x': -0.042, 'qso_y': -0.0, 'redu_Chisq': 1.056916}
38.390071999999996 R {'amp': 1.091, 'R_sersic': 2.045, 'n_sersic': 6.999, 'center_x': -0.006, 'center_y': 0.095, 'phi_G': -0.757, 'q': 0.924, 'QSO_amp': 83.622, 'host_amp': 86.371, 'host_flux_ratio_percent': 50.808, 'host_mag': 22.159, 'qso_x': -0.05, 'qso_y': 0.02, 'redu_Chisq': 1.025055}
38.390071999999996 Z {'amp': 6.495, 'R_sersic': 2.045, 'n_sersic': 6.999, 'center_x': 0.013, 'center_y': 0.023, 'phi_G': -0.757, 'q': 0.924, 'QSO_amp': 150.073, 'host_amp': 517.724, 'host_flux_ratio_percent': 77.527, 'host_mag': 20.215, 'qso_x': -0.084, 'qso_y': 0.043, 'redu_Chisq': 1.025999}
38.390071999999996 Y {'amp': 7.847, 'R_sersic': 2.045, 'n_sersic': 6.999, 'center_x': -0.014, 'center_y': 0.185, 'phi_G': -0.757, 'q': 0.924, 'QSO_amp': 168.676, 'host_amp': 625.628, 'host_flux_ratio_percent': 78.764, 'host_mag': 20.009, 'qso_x': -0.063, 'qso_y': 0.216, 'redu_Chisq': 1.002439}
220452.00+004004.7 I {'amp': 205.392, 'R_sersic': 0.266, 'n_sersic': 6.258, 'center_x': 0.158, 'center_y': 0.146, 'phi_G': -0.25, 'q': 0.278, 'QSO_amp': 129.394, 'host_amp': 99.427, 'host_flux_ratio_percent': 43.452, 'host_mag': 22.006, 'qso_x': 0.209, 'qso_y': 0.158, 'redu_Chisq': 1.091934}
220452.00+004004.7 G {'amp': 1.789, 'R_sersic': 0.266, 'n_sersic': 6.258, 'center_x': 0.041, 'center_y': 0.294, 'phi_G': -0.25, 'q': 0.278, 'QSO_amp': 78.985, 'host_amp': 17.456, 'host_flux_ratio_percent': 18.1, 'host_mag': 23.895, 'qso_x': 0.229, 'qso_y': 0.138, 'redu_Chisq': 0.981902}
220452.00+004004.7 R {'amp': 35.745, 'R_sersic': 0.266, 'n_sersic': 6.258, 'center_x': 0.111, 'center_y': 0.175, 'phi_G': -0.25, 'q': 0.278, 'QSO_amp': 139.705, 'host_amp': 15.33, 'host_flux_ratio_percent': 9.888, 'host_mag': 24.036, 'qso_x': 0.2, 'qso_y': 0.152, 'redu_Chisq': 1.022308}
220452.00+004004.7 Z {'amp': 385.233, 'R_sersic': 0.266, 'n_sersic': 6.258, 'center_x': 0.134, 'center_y': 0.165, 'phi_G': -0.25, 'q': 0.278, 'QSO_amp': 183.561, 'host_amp': 164.0, 'host_flux_ratio_percent': 47.186, 'host_mag': 21.463, 'qso_x': 0.228, 'qso_y': 0.142, 'redu_Chisq': 1.086445}
220452.00+004004.7 Y {'amp': 494.723, 'R_sersic': 0.266, 'n_sersic': 6.258, 'center_x': 0.211, 'center_y': 0.192, 'phi_G': -0.25, 'q': 0.278, 'QSO_amp': 167.157, 'host_amp': 242.139, 'host_flux_ratio_percent': 59.16, 'host_mag': 21.04, 'qso_x': 0.207, 'qso_y': 0.084, 'redu_Chisq': 1.040904}
221956.72+004332.4 I {'amp': 82.964, 'R_sersic': 0.172, 'n_sersic': 1.804, 'center_x': 0.191, 'center_y': 0.086, 'phi_G': -0.702, 'q': 0.781, 'QSO_amp': 394.935, 'host_amp': 28.916, 'host_flux_ratio_percent': 6.822, 'host_mag': 23.347, 'qso_x': 0.158, 'qso_y': 0.125, 'redu_Chisq': 7.423448}
221956.72+004332.4 G {'amp': 0.39, 'R_sersic': 0.172, 'n_sersic': 1.804, 'center_x': 0.176, 'center_y': 0.443, 'phi_G': -0.702, 'q': 0.781, 'QSO_amp': 365.706, 'host_amp': 0.136, 'host_flux_ratio_percent': 0.037, 'host_mag': 29.164, 'qso_x': 0.16, 'qso_y': 0.114, 'redu_Chisq': 12.926645}
221956.72+004332.4 R {'amp': 0.356, 'R_sersic': 0.172, 'n_sersic': 1.804, 'center_x': 0.391, 'center_y': 0.288, 'phi_G': -0.702, 'q': 0.781, 'QSO_amp': 428.695, 'host_amp': 0.136, 'host_flux_ratio_percent': 0.032, 'host_mag': 29.167, 'qso_x': 0.148, 'qso_y': 0.121, 'redu_Chisq': 7.478317}
221956.72+004332.4 Z {'amp': 62.252, 'R_sersic': 0.172, 'n_sersic': 1.804, 'center_x': -0.077, 'center_y': 0.005, 'phi_G': -0.702, 'q': 0.781, 'QSO_amp': 486.715, 'host_amp': 21.555, 'host_flux_ratio_percent': 4.241, 'host_mag': 23.666, 'qso_x': 0.169, 'qso_y': 0.125, 'redu_Chisq': 4.692715}
221956.72+004332.4 Y {'amp': 50.524, 'R_sersic': 0.172, 'n_sersic': 1.804, 'center_x': 0.261, 'center_y': -0.031, 'phi_G': -0.702, 'q': 0.781, 'QSO_amp': 473.876, 'host_amp': 17.914, 'host_flux_ratio_percent': 3.643, 'host_mag': 23.867, 'qso_x': 0.157, 'qso_y': 0.128, 'redu_Chisq': 8.393073}
37.857537 I {'amp': 0.225, 'R_sersic': 1.278, 'n_sersic': 4.648, 'center_x': 0.325, 'center_y': 0.113, 'phi_G': 0.237, 'q': 0.475, 'QSO_amp': 409.922, 'host_amp': 3.724, 'host_flux_ratio_percent': 0.9, 'host_mag': 25.573, 'qso_x': 0.19, 'qso_y': 0.301, 'redu_Chisq': 1.066597}
37.857537 G {'amp': 0.172, 'R_sersic': 1.278, 'n_sersic': 4.648, 'center_x': -0.5, 'center_y': -0.169, 'phi_G': 0.237, 'q': 0.475, 'QSO_amp': 472.955, 'host_amp': 2.774, 'host_flux_ratio_percent': 0.583, 'host_mag': 25.892, 'qso_x': 0.189, 'qso_y': 0.307, 'redu_Chisq': 1.336444}
37.857537 R {'amp': 0.0, 'R_sersic': 1.278, 'n_sersic': 4.648, 'center_x': 0.378, 'center_y': 0.294, 'phi_G': 0.237, 'q': 0.475, 'QSO_amp': 525.588, 'host_amp': 0.008, 'host_flux_ratio_percent': 0.001, 'host_mag': 32.312, 'qso_x': 0.184, 'qso_y': 0.302, 'redu_Chisq': 1.000178}
37.857537 Z {'amp': 1.511, 'R_sersic': 1.278, 'n_sersic': 4.648, 'center_x': -0.125, 'center_y': 0.066, 'phi_G': 0.237, 'q': 0.475, 'QSO_amp': 505.661, 'host_amp': 24.75, 'host_flux_ratio_percent': 4.666, 'host_mag': 23.516, 'qso_x': 0.195, 'qso_y': 0.301, 'redu_Chisq': 0.995378}
37.857537 Y {'amp': 1.097, 'R_sersic': 1.278, 'n_sersic': 4.648, 'center_x': -0.288, 'center_y': 0.496, 'phi_G': 0.237, 'q': 0.475, 'QSO_amp': 470.002, 'host_amp': 17.738, 'host_flux_ratio_percent': 3.637, 'host_mag': 23.878, 'qso_x': 0.193, 'qso_y': 0.291, 'redu_Chisq': 1.005973}
222315.09-002406.2 I {'amp': 2445.054, 'R_sersic': 0.1, 'n_sersic': 3.072, 'center_x': 0.052, 'center_y': 0.465, 'phi_G': 0.998, 'q': 0.542, 'QSO_amp': 4.258, 'host_amp': 405.385, 'host_flux_ratio_percent': 98.961, 'host_mag': 20.48, 'qso_x': 0.367, 'qso_y': -0.111, 'redu_Chisq': 1.998902}
222315.09-002406.2 G {'amp': 1496.533, 'R_sersic': 0.1, 'n_sersic': 3.072, 'center_x': 0.047, 'center_y': 0.462, 'phi_G': 0.998, 'q': 0.542, 'QSO_amp': 2.529, 'host_amp': 369.359, 'host_flux_ratio_percent': 99.32, 'host_mag': 20.581, 'qso_x': 0.329, 'qso_y': 0.001, 'redu_Chisq': 2.176482}
222315.09-002406.2 R {'amp': 16.133, 'R_sersic': 0.1, 'n_sersic': 3.072, 'center_x': -0.086, 'center_y': -0.481, 'phi_G': 0.998, 'q': 0.542, 'QSO_amp': 407.99, 'host_amp': 1.429, 'host_flux_ratio_percent': 0.349, 'host_mag': 26.613, 'qso_x': 0.031, 'qso_y': 0.477, 'redu_Chisq': 1.082116}
222315.09-002406.2 Z {'amp': 2791.0, 'R_sersic': 0.1, 'n_sersic': 3.072, 'center_x': 0.086, 'center_y': 0.426, 'phi_G': 0.998, 'q': 0.542, 'QSO_amp': 281.191, 'host_amp': 252.927, 'host_flux_ratio_percent': 47.354, 'host_mag': 20.993, 'qso_x': -0.012, 'qso_y': 0.504, 'redu_Chisq': 1.276668}
222315.09-002406.2 Y {'amp': 268.65, 'R_sersic': 0.1, 'n_sersic': 3.072, 'center_x': -0.5, 'center_y': 0.485, 'phi_G': 0.998, 'q': 0.542, 'QSO_amp': 504.662, 'host_amp': 23.793, 'host_flux_ratio_percent': 4.502, 'host_mag': 23.559, 'qso_x': 0.044, 'qso_y': 0.478, 'redu_Chisq': 1.085401}
022100.33-042558.0 I {'amp': 21.431, 'R_sersic': 0.905, 'n_sersic': 1.291, 'center_x': 0.207, 'center_y': -0.011, 'phi_G': -0.866, 'q': 0.522, 'QSO_amp': 159.673, 'host_amp': 122.494, 'host_flux_ratio_percent': 43.412, 'host_mag': 21.78, 'qso_x': 0.232, 'qso_y': -0.043, 'redu_Chisq': 1.140295}
022100.33-042558.0 G {'amp': 1.177, 'R_sersic': 0.905, 'n_sersic': 1.291, 'center_x': -0.5, 'center_y': 0.368, 'phi_G': -0.866, 'q': 0.522, 'QSO_amp': 184.591, 'host_amp': 6.722, 'host_flux_ratio_percent': 3.514, 'host_mag': 24.931, 'qso_x': 0.224, 'qso_y': -0.047, 'redu_Chisq': 1.099153}
022100.33-042558.0 R {'amp': 8.168, 'R_sersic': 0.905, 'n_sersic': 1.291, 'center_x': 0.067, 'center_y': 0.306, 'phi_G': -0.866, 'q': 0.522, 'QSO_amp': 156.244, 'host_amp': 46.663, 'host_flux_ratio_percent': 22.997, 'host_mag': 22.828, 'qso_x': 0.231, 'qso_y': 0.115, 'redu_Chisq': 1.146479}
022100.33-042558.0 Z {'amp': 39.058, 'R_sersic': 0.905, 'n_sersic': 1.291, 'center_x': 0.239, 'center_y': -0.011, 'phi_G': -0.866, 'q': 0.522, 'QSO_amp': 223.433, 'host_amp': 223.165, 'host_flux_ratio_percent': 49.97, 'host_mag': 21.128, 'qso_x': 0.234, 'qso_y': -0.054, 'redu_Chisq': 0.992523}
022100.33-042558.0 Y {'amp': 51.424, 'R_sersic': 0.905, 'n_sersic': 1.291, 'center_x': 0.248, 'center_y': -0.026, 'phi_G': -0.866, 'q': 0.522, 'QSO_amp': 250.869, 'host_amp': 293.82, 'host_flux_ratio_percent': 53.943, 'host_mag': 20.83, 'qso_x': 0.233, 'qso_y': -0.039, 'redu_Chisq': 1.082312}
144027.25-011827.4 I {'amp': 35.904, 'R_sersic': 0.501, 'n_sersic': 0.977, 'center_x': 0.119, 'center_y': -0.155, 'phi_G': 0.059, 'q': 0.933, 'QSO_amp': 92.903, 'host_amp': 99.494, 'host_flux_ratio_percent': 51.713, 'host_mag': 22.006, 'qso_x': 0.091, 'qso_y': -0.127, 'redu_Chisq': 1.054263}
144027.25-011827.4 G {'amp': 7.586, 'R_sersic': 0.501, 'n_sersic': 0.977, 'center_x': 0.014, 'center_y': -0.219, 'phi_G': 0.059, 'q': 0.933, 'QSO_amp': 67.437, 'host_amp': 21.023, 'host_flux_ratio_percent': 23.766, 'host_mag': 23.693, 'qso_x': 0.108, 'qso_y': -0.126, 'redu_Chisq': 1.005701}
144027.25-011827.4 R {'amp': 16.214, 'R_sersic': 0.501, 'n_sersic': 0.977, 'center_x': 0.11, 'center_y': -0.201, 'phi_G': 0.059, 'q': 0.933, 'QSO_amp': 68.411, 'host_amp': 44.941, 'host_flux_ratio_percent': 39.647, 'host_mag': 22.868, 'qso_x': 0.094, 'qso_y': -0.113, 'redu_Chisq': 1.03537}
